"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2020","SLE","694","Sierra Leone","Eastern","SLE.1_1","SL.EA","8.16054725646973","-10.9692239761353","1739448","110.2","15791.1","1818.2","339.3","216.4","41.4","68.1","99.1","144.0","216.4","368.9","780.5","1887.4","7454.5","14245.9"
"2020","SLE","694","Sierra Leone","Northern","SLE.2_1","SL.NO","8.96189212799072","-12.2643899917603","2671572","74.0","36100.2","750.9","168.1","115.1","30.6","45.5","60.5","82.1","115.1","167.1","277.6","602.5","2144.7","10657.4"
"2020","SLE","694","Sierra Leone","Southern","SLE.3_1","SL.SO","7.74640989303589","-11.861888885498","1834697","91.6","20027.2","2240.0","280.4","148.5","36.2","57.1","80.9","109.0","148.5","227.8","475.1","1690.3","13229.8","16022.4"
"2020","SLE","694","Sierra Leone","Western","SLE.4_1","SL.WE","8.43775939941406","-13.2007093429565","1731267","2380.4","727.3","16402.9","10844.5","20257.6","1722.6","4057.4","13528.8","18034.9","20257.6","21729.7","22959.5","23776.4","24878.2","27145.1"
"2020","SGP","702","Singapore","Central","SGP.1_1","NA","1.31372582912445","103.840530395508","1242023","9276.9","133.9","14463.7","12621.1","14733.8","5719.3","7858.7","9871.4","12276.6","14733.8","16670.0","18502.2","20565.4","23155.3","34948.9"
"2020","SGP","702","Singapore","East","SGP.2_1","NA","1.34416425228119","103.940010070801","945358","9035.7","104.6","19918.5","18192.1","20730.0","11182.6","15513.9","17855.6","19438.8","20730.0","22089.5","23525.8","25028.3","27079.2","33242.0"
"2020","SGP","702","Singapore","North","SGP.3_1","NA","1.43786346912384","103.805633544922","881214","6850.6","128.6","26361.1","22961.4","25029.8","11145.7","16337.2","19553.2","22479.4","25029.8","28107.8","32117.5","36695.0","43080.9","64181.2"
"2020","SGP","702","Singapore","North-East","SGP.4_1","NA","1.38083136081696","103.875114440918","1382253","12922.9","107.0","41229.4","32004.9","26212.8","14603.7","17804.8","20327.6","23299.0","26212.8","31886.7","59915.5","74449.2","86951.3","120867.8"
"2020","SGP","702","Singapore","West","SGP.5_1","NA","1.35423386096954","103.733329772949","1399492","6520.4","214.6","31798.3","27150.6","32320.4","11001.2","16303.6","23067.2","28112.4","32320.4","36880.6","41251.6","45215.8","50296.8","70442.2"
"2020","SVK","703","Slovakia","Banskobystrický","SVK.1_1","SK.BC","48.5258560180664","19.4438037872314","666570","69.9","9529.8","978.0","320.7","391.7","25.0","53.5","103.0","193.1","391.7","741.5","1387.4","2145.2","2905.8","4644.9"
"2020","SVK","703","Slovakia","Bratislavský","SVK.2_1","SK.BL","48.2003898620605","17.1534519195557","615005","310.7","1979.6","2351.1","1305.0","1899.9","153.3","472.5","905.7","1377.2","1899.9","2368.1","2953.3","4178.0","5688.8","7039.4"
"2020","SVK","703","Slovakia","Košický","SVK.3_1","SK.KI","48.715145111084","21.2784290313721","824641","123.1","6700.0","2577.1","662.5","798.3","45.9","95.1","187.6","374.6","798.3","1641.4","2593.1","4108.6","8245.6","21483.8"
"2020","SVK","703","Slovakia","Nitriansky","SVK.4_1","SK.NI","48.1611557006836","18.2372150421143","668985","107.5","6222.7","857.4","346.7","440.8","35.5","66.5","126.2","252.2","440.8","686.2","1120.7","1752.3","2413.3","4017.1"
"2020","SVK","703","Slovakia","Prešovský","SVK.5_1","SK.PV","49.0845146179199","21.1305198669434","844364","94.7","8916.9","1200.3","422.4","482.5","39.9","81.7","140.5","248.5","482.5","928.3","1743.3","2634.5","3516.9","5022.9"
"2020","SVK","703","Slovakia","Trenciansky","SVK.6_1","SK.TC","48.8575668334961","18.2418327331543","589610","131.3","4491.4","1160.8","485.4","615.0","48.7","103.9","196.7","367.8","615.0","1041.6","1696.1","2363.6","2968.2","5544.3"
"2020","SVK","703","Slovakia","Trnavský","SVK.7_1","SK.TA","48.3582038879395","17.5678176879883","560808","138.7","4043.2","877.5","407.0","523.6","47.2","92.3","177.9","335.1","523.6","775.6","1123.8","1753.0","2365.6","3405.3"
"2020","SVK","703","Slovakia","Žilinský","SVK.8_1","SK.ZI","49.2156105041504","19.0513362884521","689655","102.3","6738.2","969.2","393.4","458.7","45.4","92.3","157.7","264.3","458.7","770.9","1281.3","1996.3","2816.3","4205.0"
"2020","VNM","704","Vietnam","An Giang","VNM.1_1","VN.AG","10.5401105880737","105.255912780762","2211074","636.6","3473.2","2526.3","1179.8","1074.3","262.2","437.2","624.5","819.9","1074.3","1436.6","2041.7","3212.9","5753.7","33909.8"
"2020","VNM","704","Vietnam","B<U+1EA1>c Liêu","VNM.2_1","VN.BL","9.30519866943359","105.537185668945","994538","416.9","2385.3","1241.8","627.7","487.8","203.2","242.4","297.0","377.0","487.8","650.0","941.5","1604.2","3188.4","18297.6"
"2020","VNM","704","Vietnam","B<U+1EAF>c Giang","VNM.3_1","VN.BG","21.3310508728027","106.264007568359","1588427","411.4","3861.4","1459.1","780.3","763.0","180.3","382.1","523.7","632.6","763.0","926.5","1200.9","1780.3","3235.6","20818.4"
"2020","VNM","704","Vietnam","B<U+1EAF>c K<U+1EA1>n","VNM.4_1","VN.BK","22.2505302429199","105.815742492676","309293","63.5","4871.3","254.4","94.2","66.7","32.8","40.5","48.2","56.6","66.7","82.4","111.5","189.1","486.8","5712.4"
"2020","VNM","704","Vietnam","B<U+1EAF>c Ninh","VNM.5_1","VN.BN","21.1188411712646","106.07706451416","1099954","1351.6","813.8","3193.0","1938.3","1697.3","639.6","817.0","1037.8","1318.7","1697.3","2243.2","3012.9","4227.5","7483.7","28673.8"
"2020","VNM","704","Vietnam","B<U+1EBF>n Tre","VNM.6_1","VN.BR","10.1516675949097","106.42862701416","1185792","560.5","2115.6","1353.2","800.0","670.6","273.1","353.7","438.8","539.0","670.6","872.5","1190.1","1788.8","3098.9","19637.7"
"2020","VNM","704","Vietnam","Bà R<U+1ECB>a - Vung Tàu","VNM.7_1","VN.BV","10.5021018981934","107.20255279541","1243406","665.7","1867.9","3759.5","1569.4","1562.1","242.4","417.0","671.5","1042.2","1562.1","2357.5","3568.4","5603.5","10727.6","27056.4"
"2020","VNM","704","Vietnam","Bình Ð<U+1ECB>nh","VNM.8_1","VN.BD","14.0455923080444","109.077201843262","1483649","247.9","5984.3","1719.2","727.5","725.0","132.0","281.6","414.6","552.3","725.0","974.8","1372.0","2105.1","4155.4","21271.6"
"2020","VNM","704","Vietnam","Bình Duong","VNM.9_1","VN.BI","11.0310363769531","106.698783874512","3235085","1211.4","2670.6","8633.3","4088.7","6046.9","406.0","993.4","1986.0","3626.6","6046.9","8766.7","12110.4","16179.5","20970.6","38140.4"
"2020","VNM","704","Vietnam","Bình Phu<U+1EDB>c","VNM.10_1","VN.BP","11.7104959487915","106.845840454102","1173342","172.3","6808.3","767.7","312.4","241.3","76.7","105.5","137.7","178.9","241.3","346.8","550.5","941.4","2050.3","13227.4"
"2020","VNM","704","Vietnam","Bình Thu<U+1EAD>n","VNM.11_1","VN.BU","11.0172910690308","108.068077087402","1291021","162.6","7940.2","1445.2","445.8","417.5","60.6","120.4","186.9","280.6","417.5","630.0","993.1","1589.2","3385.8","21716.7"
"2020","VNM","704","Vietnam","C<U+1EA7>n Tho","VNM.12_1","VN.CN","10.0954475402832","105.618072509766","1465239","1039.2","1410.0","5512.4","2130.8","1762.5","404.5","595.2","831.9","1175.2","1762.5","2767.4","4385.6","7495.8","16763.2","45162.6"
"2020","VNM","704","Vietnam","Cà Mau","VNM.13_1","VN.CM","9.06900215148926","105.059341430664","1285331","260.1","4942.3","1207.3","429.0","305.1","120.0","178.0","216.3","254.3","305.1","397.5","572.6","986.1","2770.7","24536.1"
"2020","VNM","704","Vietnam","Cao B<U+1EB1>ng","VNM.14_1","VN.CB","22.7461452484131","106.150436401367","515942","76.5","6740.9","454.6","130.7","80.6","39.0","47.9","55.0","64.7","80.6","109.5","178.1","396.3","985.3","14220.2"
"2020","VNM","704","Vietnam","Ð<U+1EAF>k L<U+1EAF>k","VNM.15_1","VN.DC","12.7728271484375","108.210227966309","2066963","158.6","13036.5","1192.2","429.8","415.6","62.0","123.9","192.7","288.2","415.6","595.0","908.4","1582.4","3307.7","16859.5"
"2020","VNM","704","Vietnam","Ð<U+1EAF>k Nông","VNM.16_1","VN.DO","12.2850208282471","107.693283081055","733410","112.4","6524.9","587.7","231.7","193.2","44.9","68.2","98.3","135.7","193.2","295.1","463.2","803.2","1625.4","7939.2"
"2020","VNM","704","Vietnam","Ð<U+1ED3>ng Nai","VNM.17_1","VN.DN","10.9549446105957","107.068229675293","3108454","559.3","5558.2","3994.5","1558.8","1536.3","233.4","391.7","606.8","950.2","1536.3","2418.2","3827.2","6647.4","12846.0","26152.1"
"2020","VNM","704","Vietnam","Ð<U+1ED3>ng Tháp","VNM.18_1","VN.DT","10.5036287307739","105.601318359375","1746703","528.5","3304.8","1878.1","926.9","844.5","228.2","358.9","503.4","660.8","844.5","1090.3","1506.7","2408.0","4425.4","28059.5"
"2020","VNM","704","Vietnam","Ðà N<U+1EB5>ng","VNM.19_1","VN.DA","16.0555973052979","108.191009521484","1157857","1193.9","969.8","13704.2","6894.1","9808.3","902.0","2197.9","3901.3","6249.8","9808.3","13841.5","18797.9","25139.2","32347.8","54795.2"
"2020","VNM","704","Vietnam","Ði<U+1EC7>n Biên","VNM.20_1","VN.DB","21.6099147796631","103.120094299316","628720","66.1","9507.5","431.7","134.6","80.2","28.2","37.5","50.6","63.2","80.2","137.0","280.3","600.0","1191.9","5437.9"
"2020","VNM","704","Vietnam","Gia Lai","VNM.21_1","VN.GL","13.8082008361816","108.181709289551","1653076","106.6","15504.7","1034.8","280.0","233.1","42.0","70.5","100.7","146.4","233.1","367.9","611.0","1174.7","2722.7","18972.2"
"2020","VNM","704","Vietnam","H<U+1EA3>i Duong","VNM.22_1","VN.HD","20.914945602417","106.350662231445","1730442","1057.9","1635.7","2339.3","1452.0","1178.2","595.5","717.9","833.6","970.4","1178.2","1496.6","1985.3","2891.0","5177.6","24944.1"
"2020","VNM","704","Vietnam","H<U+1EA3>i Phòng","VNM.23_1","VN.HP","20.8207168579102","106.652145385742","2008297","1438.5","1396.1","7506.7","3104.4","2449.9","711.2","936.4","1241.0","1706.0","2449.9","3640.7","5677.7","12987.2","25471.0","43695.7"
"2020","VNM","704","Vietnam","H<U+1EAD>u Giang","VNM.24_1","VN.HU","9.80325126647949","105.64030456543","656986","404.5","1624.3","978.8","591.0","505.4","190.1","248.7","310.1","392.5","505.4","663.0","942.3","1405.8","2485.0","7968.6"
"2020","VNM","704","Vietnam","H<U+1ED3> Chí Minh","VNM.25_1","VN.HC","10.7989673614502","106.660781860352","10328621","5391.3","1915.8","32913.0","19554.3","30231.0","2931.4","6578.2","12625.5","20669.5","30231.0","41852.4","50525.3","56955.9","64974.9","96735.4"
"2020","VNM","704","Vietnam","Hà Giang","VNM.26_1","VN.HG","22.8031940460205","104.987113952637","868850","108.8","7983.9","369.8","158.1","122.1","54.6","73.6","90.2","105.1","122.1","146.6","191.2","300.6","691.5","10552.5"
"2020","VNM","704","Vietnam","Hà N<U+1ED9>i","VNM.27_1","VN.HI","21.0075664520264","105.769897460938","8267241","2526.2","3272.6","13760.7","5695.7","4687.4","1011.6","1507.4","2222.8","3244.6","4687.4","7127.9","13070.6","29256.0","45575.1","66960.9"
"2020","VNM","704","Vietnam","Hà Nam","VNM.28_1","VN.HM","20.5453472137451","105.974166870117","758578","896.6","846.1","1477.4","1107.0","1012.2","532.0","652.3","770.0","885.3","1012.2","1179.8","1388.9","1738.3","2673.8","14394.6"
"2020","VNM","704","Vietnam","Hà Tinh","VNM.29_1","VN.HT","18.3621673583984","105.830978393555","1156572","197.6","5854.2","830.4","424.0","455.6","78.6","170.3","274.1","366.0","455.6","578.3","742.5","1035.0","1747.7","13074.2"
"2020","VNM","704","Vietnam","Hoà Bình","VNM.30_1","VN.HO","20.6590099334717","105.419715881348","797432","177.5","4492.3","555.1","277.9","241.5","79.3","113.7","149.1","191.2","241.5","311.4","419.4","612.7","1154.9","8512.6"
"2020","VNM","704","Vietnam","Hung Yên","VNM.31_1","VN.HY","20.8248519897461","106.048561096191","1173203","1281.9","915.2","2263.6","1636.8","1468.1","669.4","816.2","984.0","1187.4","1468.1","1868.3","2415.9","3188.5","4488.3","18167.0"
"2020","VNM","704","Vietnam","Khánh Hòa","VNM.32_1","VN.KH","12.2989835739136","109.151084899902","1290480","271.5","4752.9","3145.4","1021.3","1023.1","129.0","261.5","423.9","665.9","1023.1","1616.7","2488.3","4325.4","9033.6","28938.9"
"2020","VNM","704","Vietnam","Kiên Giang","VNM.33_1","VN.KG","9.93772220611572","105.028182983398","1885037","297.7","6331.4","2631.1","714.2","486.3","151.2","211.6","270.5","353.9","486.3","717.4","1224.0","2805.2","8312.0","38042.2"
"2020","VNM","704","Vietnam","Kon Tum","VNM.34_1","VN.KT","14.542760848999","107.894592285156","633158","65.6","9656.8","1009.2","202.9","164.6","22.8","37.5","59.2","97.1","164.6","290.3","506.7","1008.0","2612.8","13656.2"
"2020","VNM","704","Vietnam","L<U+1EA1>ng Son","VNM.35_1","VN.LS","21.8223457336426","106.591262817383","749263","89.8","8344.9","900.6","210.8","148.4","36.6","51.6","72.0","100.6","148.4","246.2","443.6","836.8","2106.5","16877.2"
"2020","VNM","704","Vietnam","Lai Châu","VNM.36_1","VN.LI","22.2923984527588","103.417846679688","697547","76.7","9091.5","402.0","152.4","121.2","31.6","49.4","64.3","91.2","121.2","177.5","281.2","490.4","1111.4","8717.4"
"2020","VNM","704","Vietnam","Lâm Ð<U+1ED3>ng","VNM.37_1","VN.LD","11.7181434631348","108.127655029297","1407779","143.7","9800.0","1158.4","425.1","427.8","55.3","110.4","186.8","290.1","427.8","643.2","987.2","1668.3","3289.3","14799.2"
"2020","VNM","704","Vietnam","Lào Cai","VNM.38_1","VN.LO","22.4038848876953","104.116851806641","625096","98.2","6363.7","535.9","199.5","170.8","39.7","56.8","78.7","110.2","170.8","265.5","408.3","652.0","1331.2","8305.4"
"2020","VNM","704","Vietnam","Long An","VNM.39_1","VN.LA","10.6616888046265","106.37508392334","1562451","349.6","4469.0","1346.1","709.2","746.5","117.6","256.7","420.8","563.1","746.5","1001.1","1407.8","2042.0","3120.3","16611.1"
"2020","VNM","704","Vietnam","Nam Ð<U+1ECB>nh","VNM.40_1","VN.ND","20.2849311828613","106.216590881348","1724144","1096.3","1572.6","2459.2","1485.0","1234.7","589.3","731.7","871.4","1034.5","1234.7","1531.1","1969.4","2767.1","5184.0","28130.3"
"2020","VNM","704","Vietnam","Ngh<U+1EC7> An","VNM.41_1","VN.NA","18.9968128204346","105.409980773926","2911106","177.5","16399.9","1828.3","574.5","616.9","70.0","163.5","263.7","411.9","616.9","852.2","1199.8","1877.1","4541.0","22550.6"
"2020","VNM","704","Vietnam","Ninh Bình","VNM.42_1","VN.NB","20.2079334259033","105.960159301758","896911","667.5","1343.7","1726.0","1036.9","906.1","357.5","501.8","621.9","746.3","906.1","1130.0","1493.6","2304.4","4002.5","16964.6"
"2020","VNM","704","Vietnam","Ninh Thu<U+1EAD>n","VNM.43_1","VN.NT","11.6006326675415","108.956001281738","624732","186.6","3348.2","1904.4","665.6","648.3","77.2","168.4","300.7","447.4","648.3","1039.0","1807.9","3036.8","5267.2","16999.1"
"2020","VNM","704","Vietnam","Phú Th<U+1ECD>","VNM.44_1","VN.PT","21.3603191375732","105.201805114746","623968","180.2","3463.1","603.8","331.2","335.2","77.2","115.6","173.8","252.3","335.2","438.8","609.8","912.8","1554.8","6388.4"
"2020","VNM","704","Vietnam","Phú Yên","VNM.45_1","VN.PY","13.1446352005005","109.206176757812","933044","187.7","4970.8","1235.0","500.6","551.9","73.7","146.7","250.9","384.7","551.9","751.3","1048.0","1630.9","2825.9","17965.2"
"2020","VNM","704","Vietnam","Qu<U+1EA3>ng Bình","VNM.46_1","VN.QB","17.5624618530273","106.457450866699","886086","112.7","7862.0","677.2","293.0","336.1","36.0","73.4","139.1","226.1","336.1","480.1","687.4","1060.2","1816.8","8209.0"
"2020","VNM","704","Vietnam","Qu<U+1EA3>ng Nam","VNM.47_1","VN.QM","15.6979475021362","108.269584655762","1445001","138.3","10451.5","1104.2","493.7","610.6","55.1","151.5","299.7","453.5","610.6","808.0","1123.6","1678.4","2843.6","13167.2"
"2020","VNM","704","Vietnam","Qu<U+1EA3>ng Ngãi","VNM.48_1","VN.QG","15.0713367462158","108.789237976074","1221364","237.4","5143.7","1309.7","608.5","673.0","110.6","236.6","366.1","508.7","673.0","864.1","1142.2","1630.2","2610.4","20727.9"
"2020","VNM","704","Vietnam","Qu<U+1EA3>ng Ninh","VNM.49_1","VN.QN","21.1133880615234","107.130836486816","1278251","219.6","5821.4","1491.5","647.9","661.0","85.8","200.3","339.6","473.7","661.0","1015.9","1574.7","2413.0","4053.5","12015.2"
"2020","VNM","704","Vietnam","Qu<U+1EA3>ng Tr<U+1ECB>","VNM.50_1","VN.QT","16.8028125762939","107.047744750977","615008","134.7","4564.2","1056.1","353.5","344.2","47.9","92.2","161.1","241.4","344.2","468.4","716.7","1280.2","2742.8","17612.4"
"2020","VNM","704","Vietnam","Sóc Trang","VNM.51_1","VN.ST","9.56447982788086","105.944053649902","1415256","433.2","3267.1","1308.1","650.2","512.4","210.5","271.3","339.9","417.3","512.4","656.8","915.6","1501.2","3179.0","27468.7"
"2020","VNM","704","Vietnam","Son La","VNM.52_1","VN.SL","21.2154102325439","104.095375061035","1312784","93.2","14089.4","292.7","140.2","104.7","50.1","64.1","74.7","87.0","104.7","135.0","194.9","324.5","648.3","8153.5"
"2020","VNM","704","Vietnam","Tây Ninh","VNM.53_1","VN.TN","11.2924795150757","106.178588867188","1165503","291.4","3999.4","1603.3","660.2","585.4","112.9","186.8","271.5","391.4","585.4","910.2","1505.3","2650.5","4744.7","16222.4"
"2020","VNM","704","Vietnam","Th<U+1EEB>a Thiên Hu<U+1EBF>","VNM.54_1","VN.TT","16.442813873291","107.606163024902","1112328","237.9","4675.2","3892.1","1164.8","1139.7","98.4","308.4","542.8","769.9","1139.7","1805.2","3127.1","6262.1","12406.8","33886.7"
"2020","VNM","704","Vietnam","Thái Bình","VNM.55_1","VN.TB","20.5052795410156","106.377151489258","1739964","1105.2","1574.3","1789.0","1319.7","1108.0","683.8","793.5","888.1","987.9","1108.0","1271.4","1548.0","2068.3","3506.6","19272.0"
"2020","VNM","704","Vietnam","Thái Nguyên","VNM.56_1","VN.TY","21.6010303497314","105.813591003418","1190426","340.0","3501.0","1925.5","777.6","748.4","130.4","225.0","345.9","525.7","748.4","1018.1","1574.4","2826.7","5178.8","23914.3"
"2020","VNM","704","Vietnam","Thanh Hóa","VNM.57_1","VN.TH","19.8896560668945","105.643615722656","3260928","294.6","11068.1","1354.8","659.3","730.2","120.3","272.5","434.1","598.5","730.2","889.8","1112.4","1507.7","2788.6","25189.2"
"2020","VNM","704","Vietnam","Ti<U+1EC1>n Giang","VNM.58_1","VN.TG","10.386435508728","106.310638427734","1713488","745.5","2298.4","2595.8","1261.2","1064.1","358.7","480.1","623.2","812.6","1064.1","1433.2","2010.7","3183.4","6221.2","28795.0"
"2020","VNM","704","Vietnam","Trà Vinh","VNM.59_1","VN.TV","9.82134056091309","106.296104431152","1023348","478.4","2139.2","1323.8","706.5","546.6","241.8","297.1","359.4","435.0","546.6","723.9","1037.6","1698.4","3333.3","20109.1"
"2020","VNM","704","Vietnam","Tuyên Quang","VNM.60_1","VN.TQ","21.9453048706055","105.247695922852","766235","131.0","5848.1","903.3","266.2","195.4","53.5","83.3","115.3","150.9","195.4","267.7","447.5","842.8","2211.5","16534.4"
"2020","VNM","704","Vietnam","Vinh Long","VNM.61_1","VN.VL","10.1232213973999","105.97492980957","1018269","696.1","1462.9","1731.5","1020.6","841.1","332.5","409.3","505.2","643.6","841.1","1151.3","1685.6","2646.2","4346.8","18910.3"
"2020","VNM","704","Vietnam","Vinh Phúc","VNM.62_1","VN.VC","21.3111572265625","105.558128356934","888582","733.2","1211.9","1511.6","1097.0","1082.0","400.7","584.4","734.8","897.9","1082.0","1343.6","1724.8","2273.4","3215.6","8933.9"
"2020","VNM","704","Vietnam","Yên Bái","VNM.63_1","VN.YB","21.783878326416","104.681091308594","797519","119.0","6701.4","849.6","262.8","191.8","45.3","69.5","103.0","140.3","191.8","303.1","544.7","1093.3","2204.5","15716.7"
"2020","SVN","705","Slovenia","Gorenjska","SVN.1_1","SI.GO","46.2813415527344","14.2489080429077","202302","95.8","2111.0","1297.2","566.8","792.7","52.7","144.2","289.5","490.5","792.7","1218.8","1758.1","2630.7","3428.2","5110.3"
"2020","SVN","705","Slovenia","Goriška","SVN.2_1","SI.SP","45.9887351989746","13.7601299285889","114972","51.4","2238.6","1648.2","340.0","321.2","25.1","64.3","115.0","191.2","321.2","570.7","1122.5","2093.0","4902.3","12405.4"
"2020","SVN","705","Slovenia","Jugovzhodna Slovenija","SVN.3_1","NA","45.7688179016113","15.0795469284058","145614","56.0","2601.7","616.7","250.4","254.2","33.3","63.2","100.4","156.4","254.2","461.3","798.2","1276.7","1775.3","7902.6"
"2020","SVN","705","Slovenia","Koroška","SVN.4_1","SI.KO","46.5393905639648","15.0595188140869","68221","65.9","1035.6","1123.6","378.1","542.2","24.2","57.0","131.0","265.8","542.2","1093.7","1718.4","2373.9","2944.2","4306.4"
"2020","SVN","705","Slovenia","Notranjsko-kraška","SVN.5_1","SI.NO","45.7097587585449","14.2705612182617","52232","36.2","1441.1","627.2","208.6","219.4","19.3","45.6","82.1","136.5","219.4","375.1","734.3","1251.0","1927.9","4455.5"
"2020","SVN","705","Slovenia","Obalno-kraška","SVN.6_1","SI.JP","45.5680885314941","13.7471218109131","120455","130.1","925.8","1580.8","673.8","913.5","64.8","166.0","303.7","546.5","913.5","1528.0","2492.0","3091.4","3930.9","7209.9"
"2020","SVN","705","Slovenia","Osrednjeslovenska","SVN.7_1","SI.LJ","46.0609016418457","14.5386056900024","585483","230.7","2538.0","1981.7","1036.6","1711.3","107.9","280.0","615.9","1101.3","1711.3","2473.0","3151.1","3695.2","4288.7","4991.6"
"2020","SVN","705","Slovenia","Podravska","SVN.8_1","SI.PD","46.4936752319336","15.7264757156372","316874","149.8","2114.8","1211.2","474.3","498.1","59.3","98.3","159.5","270.1","498.1","924.2","1601.9","2755.8","3737.4","4787.4"
"2020","SVN","705","Slovenia","Pomurska","SVN.9_1","SI.PM","46.6391143798828","16.1696262359619","107956","83.6","1291.6","407.8","175.0","142.2","36.2","55.5","76.0","102.0","142.2","223.2","380.7","671.8","1179.3","15578.2"
"2020","SVN","705","Slovenia","Savinjska","SVN.10_1","SI.SA","46.2676696777344","15.2497043609619","255729","107.6","2377.4","991.9","389.2","421.7","46.3","84.6","138.9","231.4","421.7","808.0","1341.3","2076.4","2907.0","8651.9"
"2020","SVN","705","Slovenia","Spodnjeposavska","SVN.11_1","SI.PS","45.9541854858398","15.4692153930664","68998","80.5","857.4","584.1","216.6","181.2","32.8","51.9","75.5","112.4","181.2","337.5","641.8","1189.1","1827.8","14090.0"
"2020","SVN","705","Slovenia","Zasavska","SVN.12_1","SI.ZS","46.1418495178223","15.0253791809082","40089","152.5","262.9","1527.2","706.6","1337.1","56.1","141.4","345.8","785.5","1337.1","1902.0","2346.4","2806.8","3379.0","4878.8"
"2020","SOM","706","Somalia","Awdal","SOM.1_1","SO.AW","10.2637557983398","43.2711410522461","647036","39.8","16253.2","163.4","97.0","142.6","14.1","25.2","72.1","111.1","142.6","176.3","215.1","275.0","359.7","588.3"
"2020","SOM","706","Somalia","Bakool","SOM.2_1","SO.BK","4.05433130264282","43.8729934692383","658019","25.4","25929.8","38.0","31.9","34.4","15.8","20.3","24.6","29.1","34.4","40.3","45.6","52.6","61.9","192.6"
"2020","SOM","706","Somalia","Banaadir","SOM.3_1","SO.BN","2.08850789070129","45.396671295166","1908906","8884.7","214.9","11325.3","10211.4","12111.9","4801.2","6764.8","8346.3","10302.3","12111.9","13143.3","14226.9","15514.4","17188.5","20386.6"
"2020","SOM","706","Somalia","Bari","SOM.4_1","SO.BR","10.6604166030884","49.7892456054688","821848","12.0","68551.0","42.7","21.2","23.3","6.0","8.0","10.4","15.1","23.3","30.2","35.6","46.9","78.8","656.2"
"2020","SOM","706","Somalia","Bay","SOM.5_1","SO.BY","2.88205409049988","43.4991722106934","1314586","29.8","44134.9","58.0","42.1","43.9","11.9","20.7","29.3","36.3","43.9","54.4","67.2","86.2","118.3","359.9"
"2020","SOM","706","Somalia","Galguduud","SOM.6_1","SO.GA","5.10142230987549","46.7639045715332","699174","14.2","49201.6","17.6","15.6","14.0","9.6","10.9","11.8","12.8","14.0","15.6","17.9","21.6","30.1","99.7"
"2020","SOM","706","Somalia","Gedo","SOM.7_1","SO.GE","3.07540321350098","42.1141357421875","695621","15.3","45469.9","30.5","21.6","22.0","7.1","9.3","12.3","16.6","22.0","27.5","36.0","49.8","70.9","151.5"
"2020","SOM","706","Somalia","Hiiraan","SOM.8_1","SO.HI","4.26308870315552","45.421760559082","698651","20.4","34329.3","39.2","26.9","21.4","10.5","12.8","15.3","17.9","21.4","27.8","40.1","63.3","97.4","239.5"
"2020","SOM","706","Somalia","Jubbada Dhexe","SOM.9_1","SO.JD","1.04519510269165","42.7307586669922","506023","26.9","18843.1","51.5","39.4","46.8","10.8","19.6","29.8","37.7","46.8","57.3","67.2","79.2","95.4","179.5"
"2020","SOM","706","Somalia","Jubbada Hoose","SOM.10_1","SO.JH","-0.183134481310844","42.2999267578125","817236","17.1","47808.1","103.4","50.7","70.7","4.8","13.7","23.5","42.9","70.7","112.5","156.2","194.6","242.6","502.8"
"2020","SOM","706","Somalia","Mudug","SOM.11_1","SO.MU","6.34787130355835","47.897632598877","741629","12.6","58683.0","25.1","18.2","18.9","5.0","8.7","13.1","15.8","18.9","22.9","29.4","39.1","51.7","268.6"
"2020","SOM","706","Somalia","Nugaal","SOM.12_1","SO.NU","8.16033840179443","48.8501167297363","264805","9.6","27617.1","15.3","11.7","10.0","5.6","6.4","7.4","8.6","10.0","12.1","15.8","22.6","33.9","94.0"
"2020","SOM","706","Somalia","Sanaag","SOM.13_1","SO.SA","10.4315519332886","47.766284942627","572735","10.6","54106.4","15.8","12.5","11.8","5.9","7.4","8.7","10.1","11.8","13.8","16.3","20.2","27.4","190.9"
"2020","SOM","706","Somalia","Shabeellaha Dhexe","SOM.14_1","SO.SD","2.89670276641846","45.7431259155273","1090736","58.7","18595.2","126.8","88.9","90.8","24.9","41.7","55.8","72.1","90.8","120.6","158.4","205.6","282.3","672.8"
"2020","SOM","706","Somalia","Shabeellaha Hoose","SOM.15_1","SO.SH","1.96980559825897","44.6822357177734","1802061","69.9","25794.7","218.2","128.0","124.4","31.7","49.0","68.1","93.6","124.4","177.0","259.4","372.9","560.9","13280.2"
"2020","SOM","706","Somalia","Sool","SOM.16_1","SO.SO","8.8046989440918","47.5170974731445","318348","8.3","38221.1","12.8","10.2","10.5","4.3","5.5","6.8","8.6","10.5","12.4","14.7","17.5","23.8","92.3"
"2020","SOM","706","Somalia","Togdheer","SOM.17_1","SO.TO","9.16970825195312","45.6819458007812","852200","25.4","33582.4","44.8","33.0","33.1","11.5","17.6","25.2","29.1","33.1","38.2","45.4","54.9","80.2","406.9"
"2020","SOM","706","Somalia","Woqooyi Galbeed","SOM.18_1","SO.WO","9.62335777282715","44.1981925964355","1483595","52.9","28056.9","163.6","93.2","86.0","29.0","41.1","53.3","67.3","86.0","113.8","154.0","221.7","448.1","932.1"
